MSV,Ma_Mon_Hoc_rieng,So_luong_mon_rieng,Ma_Mon_chung,So_luong_lop_trung
19008763,"['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2206', 'CHE1081']",7,[],0
19008782,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE3283 CLCHD']",3,[],0
19008788,"['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2206', 'BIO2208', 'BIO3252']",8,[],0
19008806,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'MAT1092', 'PHY1020']",10,"['EVS3240', 'EVS3331']",5
19008828,"['CHE1057', 'EVS2017', 'EVS2051', 'EVS2051E CLCCNKTMT', 'EVS2109', 'EVS3244', 'EVS3248', 'EVS3409', 'EVS3410', 'HIS1001', 'HIS1056', 'MAT1090', 'PHI1002', 'PHY1100', 'POL1001']",15,[],0
19008836,"['MAT2403', 'MAT3373', 'MAT3452']",3,[],0
19008839,"['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304', 'PHY1103']",6,[],0
19008860,"['CHE1080', 'GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'HIS1001', 'PHI1002', 'PHI1006']",10,['PHI1006'],9
19008864,"['HMO2110', 'HMO3306', 'HMO3307', 'HMO3311', 'HMO3312', 'HMO3321', 'HMO3326']",7,[],0
19008876,"['EVS2017', 'EVS2051', 'EVS2051E CLCCNKTMT', 'EVS2109', 'EVS3244', 'EVS3248', 'EVS3409', 'EVS3410', 'MAT1092', 'PHY1100', 'POL1001']",11,[],0
19008903,"['GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'MAT1090', 'PHI1002', 'PHI1006', 'POL1001']",10,['PHI1006'],9
19008909,"['HIS1001', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",5,['MAT3532 CLCMTKHTT'],3
19008915,"['BIO2088', 'BIO2201', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304']",6,[],0
19008922,"['MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'PHI1002']",6,['MAT3532 CLCMTKHTT'],3
19008923,"['CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD']",4,"['CHE2019', 'CHE2019 CLCCNH']",2
19008928,"['MAT1091', 'MAT2318', 'PHY1106 QTL']",3,[],0
19008932,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'CHE1057', 'MAT1101', 'PHI1002', 'PHY1103']",10,[],0
19008934,"['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2206', 'BIO3252']",7,[],0
19008947,"['CHE1075', 'CHE3045', 'CHE3253', 'CHE3254', 'MAT1092', 'POL1001']",6,[],0
19008969,"['HIS1001', 'MAT2403', 'MAT3514', 'MAT3525', 'MAT3532 CLCMTKHTT', 'POL1001']",6,['MAT3532 CLCMTKHTT'],3
19008977,"['MAT1076', 'MAT2311', 'MAT3305', 'MAT3306', 'MAT3347']",5,[],0
19008981,"['MAT3517E CLCMTKHTT', 'MAT3533', 'MAT3539', 'MAT3551E CLCMTKHTT', 'PHY1020']",5,[],0
19008990,"['CHE1084', 'CHE1085', 'CHE3045']",3,['CHE1085'],2
19008996,"['CHE1075', 'CHE1079', 'CHE2021', 'CHE3253', 'CHE3254', 'HIS1001', 'MAT1092']",7,[],0
19009041,"['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304']",5,[],0
19009046,"['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304', 'HIS1001', 'POL1001']",7,"['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304']",5
19009047,"['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2206', 'BIO2208', 'BIO3252', 'MAT1091']",9,[],0
19009048,"['HIS1001', 'MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3533 CLCMTKHTT', 'MAT3562E CLCMTKHTT', 'MAT3563 CLCMTKHTT', 'MAT3565 CLCMTKHTT', 'MAT3567 CLCMTKHTT', 'MAT4070']",9,[],0
19009051,"['PHI1002', 'PHY1108', 'PHY2306']",3,[],0
19009059,"['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304']",5,[],0
19009066,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE3283 CLCHD']",3,[],0
19009069,"['PHI1002', 'PHY2306']",2,[],0
19009072,"['BIO2800 CLCCNS', 'BIO3001', 'BIO3302E CLCCNS']",3,[],0
19009074,"['EVS2017', 'EVS2051', 'EVS2051E CLCCNKTMT', 'EVS2109', 'EVS3244', 'EVS3248', 'EVS3409', 'EVS3410']",8,[],0
19009078,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'POL1001']",7,[],0
19009108,"['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2203', 'BIO2206', 'BIO2208', 'BIO3252', 'CHE1057', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'PHI1002']",16,['MAT3532 CLCMTKHTT'],3
19009172,"['GEO2304', 'GEO2313', 'GEO3143', 'GEO3157', 'GEO3208', 'GEO3360', 'HIS1001', 'MAT1192', 'PHY1103']",9,[],0
19009176,"['MAT2301', 'MAT2407', 'MAT3365', 'MAT3372', 'MAT3507', 'PHI1002', 'PHI1006']",7,['PHI1006'],9
19009193,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS']",6,['BIO2514 CLCCNS'],1
19009194,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2400E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3701 TNS', 'BIO3802E CLCCNS']",8,[],0
19009197,"['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304', 'HIS1001']",6,[],0
19009212,"['CHE1084', 'CHE1085', 'CHE1090']",3,['CHE1085'],2
19009215,"['GEO2016', 'GEO2019', 'GEO2025', 'GEO2320', 'MAT1101', 'PHY1103']",6,[],0
19009218,"['CHE1048 CLCCNH', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE3045E CLCCNH', 'CHE3211 CTĐB', 'CHE3253 CLCCNH', 'CHE3254 CLCCNH', 'GEO1050', 'HIS1001', 'POL1001']",12,"['CHE2019', 'CHE2019 CLCCNH']",2
19009238,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD']",8,"['CHE2061 CLCHD', 'CHE3286']",5
19009239,"['MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'MAT3533']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
19009240,"['CHE2130E TTH', 'CHE2145E TTH', 'CHE2147E CLCHD', 'CHE2147E TTH', 'CHE3212 TTH', 'CHE3220 CTĐB', 'CHE3226 TTH', 'CHE3248 TNH']",8,['CHE2147E CLCHD'],1
19009244,"['CHE1080', 'EVS2017', 'EVS2051', 'EVS2051E CLCCNKTMT', 'EVS2109', 'EVS3244', 'EVS3248', 'EVS3409', 'EVS3410', 'PHY1103']",10,[],0
19009254,"['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2206', 'BIO3252', 'MAT1192']",8,[],0
19009263,"['CHE1048 CLCCNH', 'CHE3045E CLCCNH', 'CHE3211 CTĐB', 'CHE3253 CLCCNH', 'CHE3254 CLCCNH']",5,[],0
19009274,"['HIS1001', 'MAT3373', 'MAT3500']",3,[],0
19009280,"['HIS1001', 'MAT2403', 'MAT2502', 'MAT3500', 'MAT3506', 'PHI1002', 'POL1001']",7,[],0
19009297,"['PHY2302', 'PHY2304', 'PHY3167', 'PHY3176', 'PHY3302']",5,[],0
19009300,"['MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3533 CLCMTKHTT', 'MAT3562E CLCMTKHTT']",4,[],0
19009315,"['BIO2044', 'BIO2045', 'BIO2201', 'BIO2202', 'BIO2206', 'BIO3252', 'HIS1001', 'PHI1002']",8,[],0
19009321,"['CHE1079', 'CHE3045', 'CHE3253', 'CHE3254']",4,[],0
19009324,"['PHY2064E QTL', 'PHY2166 TNL', 'PHY2306E QTL', 'PHY2307', 'PHY2307 TNL', 'PHY2308 QTL', 'PHY2309', 'PHY2309 TNL', 'PHY3508E QTL', 'PHY3509 TNL', 'PHY3603 TNL', 'PHY3608E QTL']",12,"['PHY2307', 'PHY2309']",16
19009326,"['PHY1113', 'PHY3608 TNL']",2,[],0
19009329,"['CHE1080', 'HMO2110', 'HMO3306', 'HMO3307', 'HMO3311', 'HMO3312', 'HMO3321', 'HMO3326']",8,[],0
19009342,"['MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3533 CLCMTKHTT', 'MAT3562E CLCMTKHTT', 'MAT3563 CLCMTKHTT', 'MAT3565 CLCMTKHTT', 'MAT3567 CLCMTKHTT', 'MAT4070']",8,[],0
19009345,"['CHE1079', 'CHE3045', 'CHE3253', 'CHE3254']",4,[],0
19009346,"['E363 TTKHMT', 'E455 TTKHMT', 'E476 TTKHMT', 'K300 TTKHMT', 'MAT1060']",5,['MAT1060'],4
19009348,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059', 'POL1001']",11,['GLO3157'],1
19009352,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS', 'MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3533 CLCMTKHTT', 'MAT3562E CLCMTKHTT', 'PHI1002', 'POL1001']",12,['BIO2514 CLCCNS'],1
19009354,"['HIS1001', 'PHY3508', 'PHY3606', 'PHY3608']",4,[],0
19009384,"['PHY2302', 'PHY3508', 'PHY3606', 'PHY3608']",4,[],0
19009388,"['GEO1050', 'HIS1001', 'MAT2406', 'MAT3507', 'PHY1100']",5,[],0
19009416,"['CHE1048 CLCCNH', 'CHE3045E CLCCNH', 'CHE3211 CTĐB', 'CHE3253 CLCCNH', 'CHE3254 CLCCNH', 'GEO1050', 'MAT1092']",7,[],0
19009428,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS']",6,[],0
19009432,"['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2206', 'BIO3252', 'PHI1002']",8,[],0
19009434,"['GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293']",6,[],0
19009448,"['HMO2110', 'HMO3306', 'HMO3307', 'HMO3311', 'HMO3312', 'HMO3321', 'HMO3326', 'PHY1113']",8,[],0
19009456,"['CHE1048 CLCCNH', 'CHE3045E CLCCNH', 'CHE3211 CTĐB', 'CHE3253 CLCCNH', 'CHE3254 CLCCNH', 'HIS1056']",6,[],0
19009471,"['CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD']",7,"['CHE2061 CLCHD', 'CHE3286']",5
19009535,"['BIO2043 CLCCNS', 'BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'CHE1081', 'HIS1056', 'MAT1101', 'PHI1002']",11,[],0
19009538,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3306', 'MAT3347']",5,[],0
19009551,"['CHE2021', 'CHE3045', 'CHE3253', 'CHE3254']",4,[],0
19009555,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS']",6,[],0
19009557,"['BIO2215E CLCCNS', 'BIO2218', 'BIO2218 CLCCNS', 'BIO2218E QTS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3001', 'BIO3302E CLCCNS', 'BIO3356 CLCCNS', 'BIO3802E CLCCNS', 'PHI1002', 'POL1001']",12,"['BIO2218 CLCCNS', 'BIO2218']",11
19009564,"['CHE1083', 'CHE1090', 'MAT1091', 'MAT1101', 'PHY1100']",5,[],0
19009590,"['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304', 'POL1001']",6,[],0
19009594,"['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2206', 'BIO2208', 'BIO3252', 'MAT1101']",9,[],0
19009596,"['MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'PHI1002']",6,['MAT3532 CLCMTKHTT'],3
19009601,"['PHY2304', 'PHY3508', 'PHY3606', 'PHY3608']",4,[],0
19009609,"['CHE1075', 'CHE1079', 'CHE3045', 'CHE3253', 'CHE3254']",5,[],0
19009637,"['CHE1057 CLCCNS', 'CHE1081', 'EVS2017', 'EVS2051', 'EVS2051E CLCCNKTMT', 'EVS2109', 'EVS3241', 'EVS3244', 'MAT1101']",9,[],0
19009651,"['CHE2030E CLCHD', 'CHE3283 CLCHD']",2,[],0
19009663,"['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304']",5,[],0
19009672,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'PHI1002']",7,['GLO3157'],1
19009673,"['MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'PHY1100']",6,['MAT3532 CLCMTKHTT'],3
19009674,"['GEO2304', 'GEO2313', 'GEO3143', 'GEO3157', 'GEO3208', 'GEO3360', 'HIS1001', 'PHY1100']",8,[],0
19009675,"['CHE1048 CLCCNH', 'CHE3045E CLCCNH', 'CHE3211 CTĐB', 'CHE3253 CLCCNH', 'CHE3254 CLCCNH']",5,[],0
19009685,"['PHY1108', 'PHY3167', 'PHY3176', 'PHY3302', 'POL1001']",5,[],0
19009695,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059']",10,['GLO3157'],1
19009699,"['BIO2088', 'BIO2201', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304']",6,[],0
19009731,"['CHE1084', 'CHE1085', 'MAT1092', 'PHI1002']",4,['CHE1085'],2
19009742,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS']",6,[],0
19009745,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH']",11,"['CHE2061 CLCHD', 'CHE3286', 'CHE3301 CLCHD']",9
19009746,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS']",6,['BIO2514 CLCCNS'],1
19009764,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073']",8,"['EVS3240', 'EVS3331']",5
19009774,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'PHI1002']",7,[],0
19009791,"['HIS1056', 'MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT']",3,[],0
19009794,"['MAT2034', 'MAT3373', 'MAT3452', 'PHI1002']",4,[],0
19009817,"['CHE1067', 'CHE1069', 'CHE1090', 'HIS1001', 'MAT1092']",5,['CHE1069'],11
19009818,"['MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'POL1001']",6,['MAT3532 CLCMTKHTT'],3
19009822,"['MAT2303', 'MAT2407', 'MAT3301', 'MAT3306', 'MAT3347']",5,[],0
19009830,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE3283 CLCHD', 'GEO1050']",4,[],0
19009840,"['PHY2304', 'PHY3508', 'PHY3606', 'PHY3608']",4,[],0
19009845,"['CHE2030E CLCHD', 'CHE3283 CLCHD']",2,[],0
19009851,"['CHE1075', 'CHE3045', 'CHE3253', 'CHE3254', 'MAT2034', 'MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",9,['MAT3532 CLCMTKHTT'],3
19009870,"['BIO2088', 'BIO2206', 'BIO2208', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304', 'CHE1081', 'MAT1101', 'MAT1192']",10,[],0
19009880,"['GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293']",6,[],0
19009884,"['GEO2304', 'GEO2313', 'GEO3143', 'GEO3157', 'GEO3208', 'GEO3360', 'HIS1001', 'MAT1192']",8,[],0
19009892,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE3283 CLCHD']",3,[],0
19009894,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE3283 CLCHD']",3,[],0
19009897,"['EVS2017', 'EVS2051', 'EVS2051E CLCCNKTMT', 'EVS2109', 'EVS3244', 'EVS3248', 'EVS3409', 'EVS3410', 'POL1001']",9,[],0
19009907,"['BIO2405E QTS', 'BIO3227E QTS', 'BIO3245', 'BIO3246', 'BIO3252E QTS', 'BIO3370E QTS', 'BIO3372E QTS']",7,[],0
19009917,"['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2204', 'BIO2206', 'BIO3252', 'CHE1081']",9,[],0
19009918,"['MAT2407', 'MAT3301', 'MAT3306', 'MAT3347']",4,[],0
19009927,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'PHY1100']",9,"['EVS3240', 'EVS3331']",5
19009929,"['HMO2110', 'HMO3306', 'HMO3307', 'HMO3311', 'HMO3312', 'HMO3321', 'HMO3326', 'MAT3514', 'PHY1113']",9,[],0
19009932,"['GEO2016', 'GEO2019', 'GEO2025', 'GEO2320', 'HIS1001', 'MAT1091', 'MAT1192', 'PHY1100']",8,[],0
19009946,"['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304']",5,[],0
19009953,"['E363 TTKHMT', 'E455 TTKHMT', 'E476 TTKHMT', 'K300 TTKHMT', 'MAT1060']",5,['MAT1060'],4
19009962,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'HIS1001']",7,[],0
19009979,"['CHE2021', 'CHE3045', 'CHE3253', 'CHE3254', 'POL1001']",5,[],0
19009994,"['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304']",5,[],0
19009997,"['MAT3373', 'MAT3452', 'MAT3539', 'MAT3544']",4,['MAT3544'],1
19010025,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3344', 'POL1001']",5,[],0
19010073,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3344']",4,[],0
19010232,"['BIO3302', 'MAT1101']",2,[],0
19010235,"['MAT2306', 'MAT3301', 'MAT3344']",3,[],0
19010277,"['CHE1079', 'HIS1001']",2,[],0
19010338,"['MAT2308', 'MAT2407', 'MAT3301', 'MAT3344']",4,[],0
19010426,"['BIO2201', 'BIO2203', 'BIO3302', 'PHY1103']",4,[],0
19010590,"['MAT2407', 'MAT3301', 'MAT3344']",3,[],0
19010610,"['CHE1079', 'CHE1090', 'PHY1100']",3,[],0
19010757,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3344']",4,[],0
19010899,"['MAT2303', 'PHY3606']",2,[],0
19010957,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'MAT1101']",5,"['CHE1054', 'CHE1054 CLCHD']",9
19011025,"['BIO2203', 'BIO2204', 'CHE3045', 'PHY1103', 'PHY1104']",5,['PHY1104'],7
19011146,"['BIO2204', 'BIO2206', 'BIO2208', 'BIO3302', 'CHE1079', 'CHE3045', 'PHY1103']",7,[],0
19011199,"['BIO2203', 'BIO3201', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'MAT1101']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19011547,"['HIS1001', 'MAT2306', 'MAT3301', 'MAT3344']",4,[],0
19011710,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH']",4,"['CHE1054', 'CHE1054 CLCHD']",9
19011935,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045']",6,"['CHE1054', 'CHE1054 CLCHD']",9
19011950,"['CHE1048', 'CHE1079', 'HIS1001']",3,[],0
19011984,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3344']",4,[],0
19012099,"['HIS1001', 'MAT2306', 'MAT3301', 'MAT3344']",4,[],0
19012105,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045', 'MAT1101', 'PHY1103']",9,"['CHE1054', 'CHE1054 CLCHD']",9
19012110,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3344']",4,[],0
19012124,"['MAT2306', 'MAT3301', 'MAT3344']",3,[],0
19012130,['PHY3606'],1,[],0
19012176,"['MAT2407', 'MAT3301', 'MAT3344']",3,[],0
19012191,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3344']",4,[],0
19012342,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045']",6,"['CHE1054', 'CHE1054 CLCHD']",9
19012391,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3344']",4,[],0
19012469,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3344', 'PHI1002']",5,[],0
19012498,"['BIO2203', 'BIO2204', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'MAT1101']",8,"['CHE1054', 'CHE1054 CLCHD']",9
19012532,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045', 'MAT2308']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19012609,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE3045', 'MAT2303', 'MAT2308']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19012611,"['PHY2004', 'PHY3606']",2,[],0
19012728,"['BIO2204', 'BIO2206', 'BIO2208', 'BIO3302', 'CHE1079', 'PHI1002']",6,[],0
19012880,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3344']",4,[],0
19012889,"['HIS1001', 'MAT2306', 'MAT2407', 'MAT3301', 'MAT3344', 'POL1001']",6,[],0
19012915,"['BIO2203', 'CHE1079', 'CHE3045', 'MAT1091', 'MAT2308']",5,[],0
19013005,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045', 'MAT1091']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19013023,"['BIO2203', 'BIO3201', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1080']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19013155,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3344', 'PHY1100']",5,[],0
19013220,"['BIO2201', 'BIO2203', 'BIO3302', 'MAT1101', 'PHY1103']",5,[],0
19013226,"['MAT2306', 'MAT3301', 'MAT3344']",3,[],0
19013292,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3344']",4,[],0
19013317,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE3045']",5,"['CHE1054', 'CHE1054 CLCHD']",9
19013363,"['CHE1048', 'CHE1090', 'HIS1001', 'MAT1091', 'PHY1103']",5,[],0
19013381,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19013392,"['MAT2306', 'MAT2407', 'MAT3344']",3,[],0
19013438,"['HIS1001', 'MAT3301', 'MAT3344']",3,[],0
19013491,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3344']",4,[],0
19013517,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19013582,"['BIO2204', 'CHE1079', 'HIS1001', 'MAT1101']",4,[],0
19013602,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH']",5,"['CHE1054', 'CHE1054 CLCHD']",9
19013775,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19013875,"['MAT2306', 'MAT3301', 'MAT3344']",3,[],0
19013931,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3344']",4,[],0
19013942,"['BIO2203', 'BIO2204', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'MAT1101', 'PHY1103', 'PHY1104']",10,"['CHE1054', 'CHE1054 CLCHD', 'PHY1104']",16
19014027,"['BIO2204', 'BIO3302', 'HIS1001', 'MAT2301', 'MAT3300', 'PHY1103', 'PHY1104']",7,['PHY1104'],7
19014149,"['MAT2306', 'MAT3301', 'MAT3344']",3,[],0
19014218,['BIO2203'],1,[],0
19014238,['BIO2203'],1,[],0
19014273,"['BIO2203', 'BIO2204', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH']",6,"['CHE1054', 'CHE1054 CLCHD']",9
19014344,"['CHE1079', 'PHY1100']",2,[],0
19014367,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3344']",4,[],0
19014449,"['CHE3045', 'MAT1101', 'PHY1103']",3,[],0
