subjectCode1,subjectCode2,MSV,numberOfStudents
CHE3283 CLCHD,GEO3143,[],0
CHE3283 CLCHD,E363 TTKHMT,[],0
CHE3283 CLCHD,HMO3609,[],0
CHE3283 CLCHD,CHE3253 CLCCNH,[],0
CHE3283 CLCHD,MAT1091,"[19008624, 19008166]",2
CHE3283 CLCHD,HMO3603,[],0
CHE3283 CLCHD,CHE2145E TTH,[],0
CHE3283 CLCHD,BIO3370E QTS,[],0
CHE3283 CLCHD,EVS3250,[],0
CHE3283 CLCHD,BIO2092,[],0
CHE3283 CLCHD,CHE1081,[],0
CHE3283 CLCHD,EVS2301,[],0
CHE3283 CLCHD,CHE1090,[],0
CHE3283 CLCHD,MAT1076,[],0
CHE3283 CLCHD,GEO3265,[19001887],1
CHE3283 CLCHD,GEO3269,[19001887],1
CHE3283 CLCHD,PHY1108 QTL,[],0
CHE3283 CLCHD,CHE3302 CLCHD,"[19004905, 19005226, 19001038, 19001304, 20000254]",5
CHE3283 CLCHD,BIO2403E CLCCNS,[20000254],1
CHE3283 CLCHD,BIO2516 CLCCNS,[],0
CHE3283 CLCHD,PHY2302 TNL,[],0
CHE3283 CLCHD,CHE1084 TNH,[],0
CHE3283 CLCHD,PHY1103 CLCCNH,[],0
CHE3283 CLCHD,GEO3209,[],0
CHE3283 CLCHD,HMO2021,[],0
CHE3283 CLCHD,BIO3400E QTS,[],0
CHE3283 CLCHD,CHE1080,[],0
CHE3283 CLCHD,CHE3045E CLCCNH,[],0
CHE3283 CLCHD,PHY3605E QTL,[],0
CHE3283 CLCHD,HMO3507,[],0
CHE3283 CLCHD,CHE2120E TTH,[],0
CHE3283 CLCHD,CHE1091 CLCCNH,[19007520],1
CHE3283 CLCHD,CHE2130E TTH,[],0
CHE3283 CLCHD,CHE3300 CLCHD,"[19006080, 19000833, 19005287, 19005420, 19001038, 19009745, 19003602, 19008412, 19000127]",9
CHE3283 CLCHD,EVS3250 CLCKHMT,[],0
CHE3283 CLCHD,MAT1092 CLCHD,[],0
CHE3283 CLCHD,HMO3311,[],0
CHE3283 CLCHD,PHY3624,[],0
CHE3283 CLCHD,MAT2321 TNT,[],0
CHE3283 CLCHD,MNS1052,[],0
CHE3283 CLCHD,CHE3253,[],0
CHE3283 CLCHD,CHE1057 CLCCNS,[20000254],1
CHE3283 CLCHD,MAT1092 TTH,[],0
CHE3283 CLCHD,BIO3330 CLCCNS,[],0
CHE3283 CLCHD,MAT3535 CLCMTKHTT,[],0
CHE3283 CLCHD,EVS3455,[],0
CHE3283 CLCHD,EVS3242,[],0
CHE3283 CLCHD,CHE2021 CLCCNH,[],0
CHE3283 CLCHD,PHY3163 QTL,[],0
CHE3283 CLCHD,GLO3158,[],0
CHE3283 CLCHD,HMO2201,[],0
CHE3283 CLCHD,MAT3300,[],0
CHE3283 CLCHD,EVS4073,[],0
CHE3283 CLCHD,MAT3344,[],0
CHE3283 CLCHD,EVS3158,[],0
CHE3283 CLCHD,CHE2130 TNH,[],0
CHE3283 CLCHD,CHE1052,[],0
CHE3283 CLCHD,GEO3360,[],0
CHE3283 CLCHD,BIO3302E CLCCNS,[],0
CHE3283 CLCHD,MAT1101,"[19001763, 19005420, 19003756, 18002897, 18004599]",5
CHE3283 CLCHD,CHE1095E TTH,[],0
CHE3283 CLCHD,PHY3608E QTL,[],0
CHE3283 CLCHD,GEO2016,[],0
CHE3283 CLCHD,BIO3258,[],0
CHE3283 CLCHD,MAT1092,[],0
CHE3283 CLCHD,MAT2303 TNT,[],0
CHE3283 CLCHD,EVF2007,[],0
CHE3283 CLCHD,PHY2303 TNL,[],0
CHE3283 CLCHD,BIO2210 CLCRHM,[],0
CHE3283 CLCHD,PHY3314,[],0
CHE3283 CLCHD,PHY2064E QTL,[],0
CHE3283 CLCHD,MAT2306,[],0
CHE3283 CLCHD,MAT1090,[],0
CHE3283 CLCHD,HMO3303,[],0
CHE3283 CLCHD,BIO2204,[],0
CHE3283 CLCHD,SMP1012,[],0
CHE3283 CLCHD,PHY2004,[],0
CHE3283 CLCHD,GEO2025,[],0
CHE3283 CLCHD,GEO2110,[],0
CHE3283 CLCHD,CHE3212 TTH,[],0
CHE3283 CLCHD,MAT2403,[],0
CHE3283 CLCHD,HIS1056,"[19006062, 18004599]",2
CHE3283 CLCHD,CHE1075E CLCHD,"[19006067, 19005756, 19004477, 20000254, 19004127]",5
CHE3283 CLCHD,MAT3551E CLCMTKHTT,[],0
CHE3283 CLCHD,GEO1050,"[19009830, 19003317, 19001304, 19002361, 19004730, 19005756, 19004477]",7
CHE3283 CLCHD,BIO3701 TNS,[],0
CHE3283 CLCHD,SMP2052,[],0
CHE3283 CLCHD,MAT2303,[],0
CHE3283 CLCHD,GLO3228,[],0
CHE3283 CLCHD,GEO3219,[],0
CHE3283 CLCHD,BIO3803E CLCCNS,[20000254],1
CHE3283 CLCHD,BIO3373 TNS,[],0
CHE3283 CLCHD,EVS4071 CLCKHMT,[],0
CHE3283 CLCHD,HMO3306,[],0
CHE3283 CLCHD,MAT3506,[],0
CHE3283 CLCHD,PHY3608,[19005420],1
CHE3283 CLCHD,GEO2400,[],0
CHE3283 CLCHD,EVS3248,[],0
CHE3283 CLCHD,PHY3508E QTL,[],0
CHE3283 CLCHD,BIO2800 CLCCNS,[],0
CHE3283 CLCHD,MAT2406,[],0
CHE3283 CLCHD,MAT3373,[],0
CHE3283 CLCHD,BIO2045E CLCCNS,[20000254],1
CHE3283 CLCHD,CHE3300,[],0
CHE3283 CLCHD,PHY3508 TNL,[],0
CHE3283 CLCHD,MAT3365,[],0
CHE3283 CLCHD,CHE2114E CLCHD,"[20000254, 19007131, 19001038]",3
CHE3283 CLCHD,BIO3262 TNS,[],0
CHE3283 CLCHD,HMO3181,[],0
CHE3283 CLCHD,SMP2054,[],0
CHE3283 CLCHD,BIO3403E QTS,[],0
CHE3283 CLCHD,CHE1081 QTS,[],0
CHE3283 CLCHD,EVS2017,[],0
CHE3283 CLCHD,MAT2318,[],0
CHE3283 CLCHD,GEO2304,[],0
CHE3283 CLCHD,PHY1103 CLCHD,[18004599],1
CHE3283 CLCHD,MAT1292 TNH,[],0
CHE3283 CLCHD,BIO3178 CLCCNS,[20000254],1
CHE3283 CLCHD,BIO3377 TNS,[],0
CHE3283 CLCHD,PHY2064 TNL,[],0
CHE3283 CLCHD,SMP1010 CLCRHM,[],0
CHE3283 CLCHD,GLO3229,[],0
PHY2500,MAT1192,"[21000445, 21005079]",2
PHY2500,BIO3301 CLCCNS,[],0
PHY2500,MAT1192 QTS,[],0
PHY2500,CHE1129 CLCCNH,[],0
PHY2500,CHE1081 TNS,[],0
PHY2500,MAT3562E CLCMTKHTT,[],0
PHY2500,PHY1020,"[21001858, 21000963, 21006598, 21000328, 21003404, 21002515, 21003156, 21005079, 21004824, 21009943, 21009692, 21002782, 21000479, 21004319, 21002657, 21006750, 21002787, 21004075, 21005869, 21004721, 21006389, 21000250, 21001408, 21004481, 21002563, 21007299, 21001285, 21003344, 21003605, 21004245, 21004760, 21009499, 21000287, 21007971, 21008998, 21001322, 21008750, 21001973, 21005302, 21008757, 21007611]",41
PHY2500,MAT3347,[],0
PHY2500,BIO2504 TNS,[],0
PHY2500,PHY1161 TTH,[],0
PHY2500,MAT2407 TNT,[],0
PHY2500,CHE1079E CLCCNH,[],0
PHY2500,CHE1052 CLCHD,[],0
PHY2500,EVS2302,[],0
PHY2500,PHI1002,"[21000963, 21001322, 21004913, 21000250, 21009692, 21002782, 21006943]",7
PHY2500,GEO3237,[],0
PHY2500,CHE2121 TNH,[],0
PHY2500,CHE1067,[],0
PHY2500,PHY3302,"[21009692, 20002294, 21006943]",3
PHY2500,GLO2038,[21005079],1
PHY2500,BIO2220,[],0
PHY2500,CHE3045,[],0
PHY2500,BIO3252E QTS,[],0
PHY2500,MAT3300 TNT,[],0
PHY2500,CHE1057,[21004913],1
PHY2500,MAT3340 TNT,[],0
PHY2500,MAT3517E CLCMTKHTT,[21000445],1
PHY2500,CHE1099E TNH,[],0
PHY2500,MAT3525,[],0
PHY2500,BIO2127 CLCCNS,[],0
PHY2500,CHE2018,[],0
PHY2500,BIO2043 CLCCNS,[],0
PHY2500,BIO3802E CLCCNS,[],0
PHY2500,SMP1055,[],0
PHY2500,BIO3304,[],0
PHY2500,PHY3301,[21000445],1
PHY2500,BIO3302,[],0
PHY2500,MAT3373E CLCMTKHTT,[],0
PHY2500,HMO3611,[],0
PHY2500,PHY3606 TNL,[],0
PHY2500,EVS3244,[],0
PHY2500,GLO2093,[],0
PHY2500,BIO3401E QTS,[],0
PHY2500,HMO3602,[],0
PHY2500,PHY2304,"[20002470, 21009692, 20002294]",3
PHY2500,EVS2109,[],0
PHY2500,MAT3533,[],0
PHY2500,HMO3178,[],0
PHY2500,CHE2128 TNH,[],0
PHY2500,EVS3241,[],0
PHY2500,PHY2004 QTL,[],0
PHY2500,PHY1100E CLCCNKTMT,[],0
PHY2500,MAT2403 CLCMTKHTT,[],0
PHY2500,K300 TTKHMT,[],0
PHY2500,GEO3403,[],0
PHY2500,CHE1048 CLCCNH,[],0
PHY2500,PHY2302,"[21001858, 21000963, 21006598, 21000328, 21003404, 21002515, 21003156, 21009943, 21004824, 21009692, 21002782, 21000479, 21004319, 21002657, 21006750, 21002787, 21007904, 21004075, 21005869, 21004721, 21006389, 21000250, 21001408, 21004481, 21002563, 21007299, 21003344, 21003605, 21004245, 21004760, 21009499, 21000287, 21007971, 21008998, 21001322, 21008750, 21004913, 21001973, 21005302, 21008757, 21007611]",41
PHY2500,PHY1012 TNL,[],0
PHY2500,BIO3372E QTS,[],0
PHY2500,CHE1081 CLCCNS,[],0
PHY2500,MAT2502 CLCMTKHTT,"[21000328, 21004926]",2
PHY2500,HMO3610,[],0
PHY2500,CHE2030E CLCHD,[],0
PHY2500,MAT3514,[],0
PHY2500,EVS4071,[],0
PHY2500,PHY1103,[21004913],1
PHY2500,BIO2202,[],0
PHY2500,HIS1001,[20003889],1
PHY2500,BIO2089 TNS,[],0
PHY2500,PHY1103 CLCMTKHTT,[],0
PHY2500,PHY3608 TNL,[],0
PHY2500,MAT2407,[20001286],1
PHY2500,HMO3204,[],0
PHY2500,PHY3167,[],0
PHY2500,MAT2311 TNT,[],0
PHY2500,CHE1077 TNH,[],0
PHY2500,BIO2215E CLCCNS,[],0
PHY2500,PHY3163,[],0
PHY2500,EVS4073 CLCCNKTMT,[],0
PHY2500,MAT2411E CLCMTKHTT,[],0
PHY2500,CHE2110 TNH,[],0
PHY2500,PHY1103 QTS,[],0
PHY2500,BIO3504 TNS,[],0
PHY2500,CHE1057 QTS,[],0
PHY2500,MAT3539,[],0
PHY2500,PHY1013 TNL,[],0
PHY2500,BIO3356 CLCCNS,[],0
PHY2500,MAT4073,[],0
PHY2500,BIO2405E QTS,[],0
PHY2500,GEO3402,[],0
PHY2500,MAT2034,[],0
PHY2500,GLO3198,[],0
PHY2500,CHE1099E TTH,[],0
PHY2500,PHY1106 QTL,[21005079],1
PHY2500,CHE1052 CLCCNH,[],0
PHY2500,CHE2118E TTH,[],0
PHY2500,MAT3452,[],0
PHY2500,SMP1010,[],0
PHY2500,BIO2210,[],0
PHY2500,MAT3500 CLCMTKHTT,[21000328],1
PHY2500,MAT2502,[],0
PHY2500,MAT2314,[],0
PHY2500,HMO3307,[19000058],1
PHY2500,GEO2300,[],0
PHY2500,GEO2404,[],0
PHY2500,POL1001,[],0
PHY2500,MAT4072,[],0
PHY2500,BIO3201,[21004913],1
PHY2500,HMO3321,[],0
PHY2500,BIO3258E QTS,[],0
PHY2500,PHY2306E QTL,[],0
PHY2500,HMO3601,[],0
PHY2500,CHE1065,[],0
PHY2500,MAT3305,[],0
PHY2500,MAT1292 TNS,[],0
PHY2500,EVS3453,[],0
PHY2500,MAT3322 TNT,[],0
PHY2500,CHE2114,[],0
PHY2500,SMP2401 CLCRHM,[],0
PHY2500,BIO2206,[],0
PHY2500,MAT1259 TNS,[],0
PHY2500,EVS3409,[],0
PHY2500,HMO3312,[19000058],1
PHY2500,BIO3227E QTS,[],0
PHY2500,HMO3302,[],0
PHY2500,SMP2701,[],0
PHY2500,BIO3190,[],0
PHY2500,HMO2110,[19000058],1
PHY2500,PHY1113,[],0
PHY2500,BIO2045,[],0
PHY2500,GEO2319,[],0
PHY2500,PHY3508,[],0
PHY2500,PHY1108,"[21001858, 21000963, 21006598, 21000328, 21003404, 21002515, 21003156, 21009943, 21004824, 21009692, 21002782, 21000479, 21006750, 21002657, 21007904, 21002787, 21005869, 20003889, 21004721, 21006389, 21000250, 21001408, 21004481, 21002563, 21007299, 21001285, 21003344, 21003605, 21004245, 21004760, 21009499, 21000287, 21006943, 21007971, 21008998, 21001322, 21008750, 21004913, 21001973, 21005302, 21008757, 21007611]",42
PHY2500,BIO3303,[],0
PHY2500,GLO3122,[],0
PHY2500,CHE1079,[],0
PHY2500,MAT3379,[],0
PHY2500,GEO2059,[],0
PHY2500,MAT3301,[],0
PHY2500,BIO3257 TNS,[],0
PHY2500,BIO3405E QTS,[],0
PHY2500,CHE1155,[],0
PHY2500,GEO3263,[],0
PHY2500,CHE3254 CLCCNH,[],0
PHY2500,PHY2206,[],0
PHY2500,MAT3101 TNT,[],0
PHY2500,MAT3500,[],0
PHY2500,MAT2314 TNT,[],0
PHY2500,BIO2400E CLCCNS,[],0
PHY2500,CHE2131 TNH,[],0
PHY2500,MAT2308,[],0
PHY2500,PHY1100,"[21000328, 21005079]",2
PHY2500,MAT3533 CLCMTKHTT,[],0
PHY2500,BIO3191,[],0
PHY2500,PHY2304E QTL,[],0
PHY2500,MAT3318 TNT,[],0
PHY2500,PHY2306,[],0
PHY2500,BIO2203,[],0
PHY2500,PHY3609,[20002470],1
PHY2500,CHE3254,[],0
PHY2500,MAT3344 TNT,[],0
PHY2500,BIO3263 TNS,[],0
PHY2500,EVS3402 CTĐB,[],0
PHY2500,BIO3252,[],0
PHY2500,GEO3143,[],0
PHY2500,E363 TTKHMT,[],0
PHY2500,HMO3609,[],0
PHY2500,CHE3253 CLCCNH,[],0
PHY2500,MAT1091,[21004913],1
PHY2500,HMO3603,[],0
PHY2500,CHE2145E TTH,[],0
PHY2500,BIO3370E QTS,[],0
PHY2500,EVS3250,[],0
PHY2500,BIO2092,[],0
PHY2500,CHE1081,[],0
PHY2500,EVS2301,[],0
PHY2500,CHE1090,[],0
PHY2500,MAT1076,[],0
PHY2500,GEO3265,[],0
PHY2500,GEO3269,[],0
PHY2500,PHY1108 QTL,[21004319],1
PHY2500,CHE3302 CLCHD,[],0
PHY2500,BIO2403E CLCCNS,[],0
PHY2500,BIO2516 CLCCNS,[],0
PHY2500,PHY2302 TNL,[21005079],1
PHY2500,CHE1084 TNH,[],0
PHY2500,PHY1103 CLCCNH,[],0
PHY2500,GEO3209,[],0
PHY2500,HMO2021,[],0
PHY2500,BIO3400E QTS,[],0
PHY2500,CHE1080,[],0
PHY2500,CHE3045E CLCCNH,[],0
PHY2500,PHY3605E QTL,[],0
PHY2500,HMO3507,[],0
PHY2500,CHE2120E TTH,[],0
PHY2500,CHE1091 CLCCNH,[],0
PHY2500,CHE2130E TTH,[],0
PHY2500,CHE3300 CLCHD,[],0
PHY2500,EVS3250 CLCKHMT,[],0
PHY2500,MAT1092 CLCHD,[],0
PHY2500,HMO3311,[19000058],1
PHY2500,PHY3624,"[20002470, 20002294]",2
PHY2500,MAT2321 TNT,[],0
PHY2500,MNS1052,[21005079],1
PHY2500,CHE3253,[],0
PHY2500,CHE1057 CLCCNS,[],0
PHY2500,MAT1092 TTH,[],0
PHY2500,BIO3330 CLCCNS,[],0
PHY2500,MAT3535 CLCMTKHTT,[],0
PHY2500,EVS3455,[],0
PHY2500,EVS3242,[],0
PHY2500,CHE2021 CLCCNH,[],0
PHY2500,PHY3163 QTL,[],0
PHY2500,GLO3158,[],0
PHY2500,HMO2201,[],0
PHY2500,MAT3300,[],0
PHY2500,EVS4073,[],0
PHY2500,MAT3344,[],0
PHY2500,EVS3158,[],0
PHY2500,CHE2130 TNH,[],0
PHY2500,CHE1052,[],0
PHY2500,GEO3360,[],0
PHY2500,BIO3302E CLCCNS,[],0
PHY2500,MAT1101,[21005079],1
PHY2500,CHE1095E TTH,[],0
PHY2500,PHY3608E QTL,[],0
PHY2500,GEO2016,[],0
PHY2500,BIO3258,[],0
PHY2500,MAT1092,[],0
PHY2500,MAT2303 TNT,[],0
PHY2500,EVF2007,[],0
PHY2500,PHY2303 TNL,[],0
PHY2500,BIO2210 CLCRHM,[],0
PHY2500,PHY3314,[],0
PHY2500,PHY2064E QTL,[],0
PHY2500,MAT2306,[17010957],1
PHY2500,MAT1090,[],0
PHY2500,HMO3303,[],0
PHY2500,BIO2204,[],0
PHY2500,SMP1012,[],0
PHY2500,PHY2004,[],0
PHY2500,GEO2025,[],0
PHY2500,GEO2110,[],0
PHY2500,CHE3212 TTH,[],0
PHY2500,MAT2403,"[21004926, 20001286]",2
PHY2500,HIS1056,"[21006598, 20001286, 21000328, 21004913, 21005079, 21006943]",6
PHY2500,CHE1075E CLCHD,[],0
PHY2500,MAT3551E CLCMTKHTT,[21004926],1
PHY2500,GEO1050,"[21006943, 21005079]",2
PHY2500,BIO3701 TNS,[],0
PHY2500,SMP2052,[],0
PHY2500,MAT2303,[21002657],1
PHY2500,GLO3228,[],0
PHY2500,GEO3219,[],0
PHY2500,BIO3803E CLCCNS,[],0
PHY2500,BIO3373 TNS,[],0
PHY2500,EVS4071 CLCKHMT,[],0
PHY2500,HMO3306,[19000058],1
PHY2500,MAT3506,[],0
PHY2500,PHY3608,[],0
PHY2500,GEO2400,[],0
PHY2500,EVS3248,[],0
PHY2500,PHY3508E QTL,[],0
PHY2500,BIO2800 CLCCNS,[],0
PHY2500,MAT2406,[],0
PHY2500,MAT3373,[20001286],1
PHY2500,BIO2045E CLCCNS,[],0
PHY2500,CHE3300,[],0
PHY2500,PHY3508 TNL,[],0
PHY2500,MAT3365,[],0
PHY2500,CHE2114E CLCHD,[],0
PHY2500,BIO3262 TNS,[],0
PHY2500,HMO3181,[],0
PHY2500,SMP2054,[],0
PHY2500,BIO3403E QTS,[],0
PHY2500,CHE1081 QTS,[],0
PHY2500,EVS2017,[],0
PHY2500,MAT2318,[21004760],1
PHY2500,GEO2304,[],0
PHY2500,PHY1103 CLCHD,[],0
PHY2500,MAT1292 TNH,[],0
PHY2500,BIO3178 CLCCNS,[],0
PHY2500,BIO3377 TNS,[],0
PHY2500,PHY2064 TNL,[],0
PHY2500,SMP1010 CLCRHM,[],0
PHY2500,GLO3229,[],0
MAT1192,BIO3301 CLCCNS,[18007345],1
MAT1192,MAT1192 QTS,[],0
MAT1192,CHE1129 CLCCNH,[],0
MAT1192,CHE1081 TNS,[],0
MAT1192,MAT3562E CLCMTKHTT,[],0
MAT1192,PHY1020,"[21004899, 21004141, 21005079]",3
MAT1192,MAT3347,[],0
MAT1192,BIO2504 TNS,[],0
MAT1192,PHY1161 TTH,[],0
MAT1192,MAT2407 TNT,[],0
MAT1192,CHE1079E CLCCNH,[],0
MAT1192,CHE1052 CLCHD,[21006588],1
MAT1192,EVS2302,"[21005579, 20001887]",2
MAT1192,PHI1002,"[16002563, 20000259, 20008070, 20000903, 21005579, 21005054, 21003408, 21002897, 20002327, 20003736, 21006363, 20001565, 20004771, 19001896, 21002152, 21005108, 18003510, 19004599, 20005687, 20004665, 20002233, 21001400, 21004603, 21002558, 20005320, 20004173, 21006672, 21003863, 21002201, 21007322, 21008860, 18005982, 20001887, 18006622, 21002848, 20004839, 21001064, 21008754, 18007805, 19003390, 19005055]",41
MAT1192,GEO3237,[],0
MAT1192,CHE2121 TNH,[],0
MAT1192,CHE1067,[],0
MAT1192,PHY3302,[],0
MAT1192,GLO2038,"[21000962, 21003270, 21000199, 21002375, 21006599, 21005579, 21005963, 21005710, 21007246, 21003408, 21002897, 21001490, 21005586, 21006354, 21005079, 21005083, 21005340, 21008798, 21002531, 21006115, 21006243, 21003174, 21002152, 21006249, 21004590, 21002033, 21005745, 21007411, 21005108, 21004599, 21001400, 21004472, 21004603, 21007419, 21007933, 21000514, 21008073, 21000525, 21003088, 21003089, 21004369, 21004496, 21005652, 21006672, 21006552, 21002841, 21002201, 21004889, 21007322, 21004765, 21001054, 21007448, 21008860, 21008992, 21007330, 21004028, 21006180, 21000424, 21001064, 21003755, 21001841, 21002481, 21009398, 21008377, 21004155, 21000956]",66
MAT1192,BIO2220,"[19001896, 19009870, 21006588, 18008510]",4
MAT1192,CHE3045,[],0
MAT1192,BIO3252E QTS,[],0
MAT1192,MAT3300 TNT,[],0
MAT1192,CHE1057,"[18005600, 17006630, 20003532, 20004173, 18007705]",5
MAT1192,MAT3340 TNT,[],0
MAT1192,MAT3517E CLCMTKHTT,"[20002233, 21000445]",2
MAT1192,CHE1099E TNH,[],0
MAT1192,MAT3525,[],0
MAT1192,BIO2127 CLCCNS,[],0
MAT1192,CHE2018,"[18007345, 20006074]",2
MAT1192,BIO2043 CLCCNS,[],0
MAT1192,BIO3802E CLCCNS,[],0
MAT1192,SMP1055,[],0
MAT1192,BIO3304,"[19001896, 19009870, 17006630]",3
MAT1192,PHY3301,"[21000445, 21003174]",2
MAT1192,BIO3302,"[19001896, 19009870, 18006622]",3
MAT1192,MAT3373E CLCMTKHTT,[],0
MAT1192,HMO3611,[],0
MAT1192,PHY3606 TNL,[],0
MAT1192,EVS3244,[19005538],1
MAT1192,GLO2093,"[21002273, 21007906, 21004899, 21004462, 21000176, 21002872, 21007833, 21004223]",8
MAT1192,BIO3401E QTS,[],0
MAT1192,HMO3602,[],0
MAT1192,PHY2304,[],0
MAT1192,EVS2109,[],0
MAT1192,MAT3533,[],0
MAT1192,HMO3178,[],0
MAT1192,CHE2128 TNH,[],0
MAT1192,EVS3241,[],0
MAT1192,PHY2004 QTL,[],0
MAT1192,PHY1100E CLCCNKTMT,[21006243],1
MAT1192,MAT2403 CLCMTKHTT,[20002233],1
MAT1192,K300 TTKHMT,[],0
MAT1192,GEO3403,[20006074],1
MAT1192,CHE1048 CLCCNH,[],0
MAT1192,PHY2302,"[21004899, 21003174]",2
MAT1192,PHY1012 TNL,[],0
MAT1192,BIO3372E QTS,[],0
MAT1192,CHE1081 CLCCNS,"[21004141, 21008754, 20004173, 21005054]",4
MAT1192,MAT2502 CLCMTKHTT,"[21007411, 21005054]",2
MAT1192,HMO3610,[],0
MAT1192,CHE2030E CLCHD,[],0
MAT1192,MAT3514,[],0
MAT1192,EVS4071,[],0
MAT1192,PHY1103,"[16002563, 20000259, 20008070, 21005710, 18001679, 19003152, 20004498, 19009172, 21006363, 20004771, 17006630, 20003756, 18007345, 20004665, 20002233, 21002558, 20005320, 20004173, 18007502, 21000525, 21003088, 21004369, 21003863, 21006552, 21007322, 20003422, 21002848, 20004839, 21003755, 16009074, 21005054, 19005055]",32
MAT1192,BIO2202,"[20006082, 19009254, 17006630, 20006926, 20009108, 21007322, 18008510]",7
MAT1192,HIS1001,"[20001729, 20002327, 21003863, 20005436, 19009932, 20003532, 20005687, 19006672, 19009172, 19004599, 21001400, 19009884, 20000733, 18005982]",14
MAT1192,BIO2089 TNS,[],0
MAT1192,PHY1103 CLCMTKHTT,[],0
MAT1192,PHY3608 TNL,[],0
MAT1192,MAT2407,[20003532],1
MAT1192,HMO3204,[],0
MAT1192,PHY3167,[21003174],1
MAT1192,MAT2311 TNT,[],0
MAT1192,CHE1077 TNH,[],0
MAT1192,BIO2215E CLCCNS,[],0
MAT1192,PHY3163,[],0
MAT1192,EVS4073 CLCCNKTMT,[],0
MAT1192,MAT2411E CLCMTKHTT,[],0
MAT1192,CHE2110 TNH,[],0
MAT1192,PHY1103 QTS,[],0
MAT1192,BIO3504 TNS,[],0
MAT1192,CHE1057 QTS,[],0
MAT1192,MAT3539,[],0
MAT1192,PHY1013 TNL,[],0
MAT1192,BIO3356 CLCCNS,[20004173],1
MAT1192,MAT4073,[],0
MAT1192,BIO2405E QTS,[],0
MAT1192,GEO3402,[],0
MAT1192,MAT2034,[],0
MAT1192,GLO3198,[],0
MAT1192,CHE1099E TTH,[],0
MAT1192,PHY1106 QTL,"[20002233, 21005079]",2
MAT1192,CHE1052 CLCCNH,[21004590],1
MAT1192,CHE2118E TTH,[],0
MAT1192,MAT3452,[],0
MAT1192,SMP1010,[],0
MAT1192,BIO2210,[],0
MAT1192,MAT3500 CLCMTKHTT,"[21007411, 21005054]",2
MAT1192,MAT2502,[21005083],1
MAT1192,MAT2314,[20008070],1
MAT1192,HMO3307,[],0
MAT1192,GEO2300,"[21003088, 21003089]",2
MAT1192,GEO2404,[],0
MAT1192,POL1001,"[20000259, 20000903, 20006926, 20004751, 19003152, 21007246, 21005586, 20009108, 20003736, 20001565, 21003174, 20003756, 21004590, 21005745, 20009907, 21004599, 20006074, 21007419, 20005436, 20001729, 20006082, 21000514, 20003532, 21003088, 20007889, 21003089, 21004496, 21005652, 21007448, 21002201, 21004765, 21001054, 21008992, 21000424, 21003755, 21004155]",36
MAT1192,MAT4072,[],0
MAT1192,BIO3201,"[20000903, 18005982, 18005327]",3
MAT1192,HMO3321,[],0
MAT1192,BIO3258E QTS,[18007705],1
MAT1192,PHY2306E QTL,[],0
MAT1192,HMO3601,[],0
MAT1192,CHE1065,[],0
MAT1192,MAT3305,[],0
MAT1192,MAT1292 TNS,[],0
MAT1192,EVS3453,[],0
MAT1192,MAT3322 TNT,[],0
MAT1192,CHE2114,[],0
MAT1192,SMP2401 CLCRHM,[],0
MAT1192,BIO2206,"[19005538, 19006949, 19009254, 19003239, 19009870]",5
MAT1192,MAT1259 TNS,[],0
MAT1192,EVS3409,[],0
MAT1192,HMO3312,[],0
MAT1192,BIO3227E QTS,[],0
MAT1192,HMO3302,[],0
MAT1192,SMP2701,[],0
MAT1192,BIO3190,[],0
MAT1192,HMO2110,[],0
MAT1192,PHY1113,"[21004899, 21003174]",2
MAT1192,BIO2045,"[19006949, 19009254, 20004751, 18007345, 18003602, 20003736, 20005436, 20000733, 18008574]",9
MAT1192,GEO2319,"[20006272, 20008070, 20004839, 20008686, 20005687]",5
MAT1192,PHY3508,[],0
MAT1192,PHY1108,[21004899],1
MAT1192,BIO3303,"[19001896, 19009870, 18006622]",3
MAT1192,GLO3122,[],0
MAT1192,CHE1079,[20006074],1
MAT1192,MAT3379,[],0
MAT1192,GEO2059,"[21008992, 21002273, 21007906, 21002531, 21004899, 21002872, 21007833, 21004462, 18001679, 21000176, 21007411, 21001400, 21004223, 21007933, 20001887]",15
MAT1192,MAT3301,[],0
MAT1192,BIO3257 TNS,[],0
MAT1192,BIO3405E QTS,[],0
MAT1192,CHE1155,[],0
MAT1192,GEO3263,"[20006272, 20002327, 20008070, 20004839, 20008686, 21003088, 20005687, 20004665]",8
MAT1192,CHE3254 CLCCNH,[],0
MAT1192,PHY2206,[],0
MAT1192,MAT3101 TNT,[],0
MAT1192,MAT3500,[21005083],1
MAT1192,MAT2314 TNT,[],0
MAT1192,BIO2400E CLCCNS,[],0
MAT1192,CHE2131 TNH,[],0
MAT1192,MAT2308,[],0
